order_id,product_name,category,brand,city,quantity,price,order_status,total_sales
334,Hoodie,Winter Wear,StreetWear,Ahmedabad,3,1599,Shipped,4797
335,Formal Shirt,Shirts,ClassicWear,Delhi,2,1199,Shipped,2398
336,Slim Fit Jeans,Jeans,DenimCo,Kolkata,2,1499,Delivered,2998
337,Hoodie,Winter Wear,StreetWear,Ahmedabad,4,1599,Shipped,6396
338,Oversized T-Shirt,T-Shirts,UrbanStyle,Ahmedabad,5,799,Delivered,3995
339,Wide Leg Jeans,Jeans,DenimCo,Pune,1,1699,Processing,1699
340,Graphic T-Shirt,T-Shirts,UrbanStyle,Pune,3,899,Delivered,2697
341,Pleated Skirt,Skirts,FashionHub,Pune,1,999,Delivered,999
342,Pleated Skirt,Skirts,FashionHub,Delhi,3,999,Delivered,2997
343,Slim Fit Jeans,Jeans,DenimCo,Pune,4,1499,Cancelled,5996
344,Formal Shirt,Shirts,ClassicWear,Delhi,2,1199,Cancelled,2398
345,Palazzo Pants,Pants,EthnicStyle,Ahmedabad,3,1099,Cancelled,3297
346,Bomber Jacket,Jackets,StreetWear,Chennai,4,2799,Shipped,11196
347,Casual Kurti,Ethnic Wear,EthnicStyle,Hyderabad,5,1399,Processing,6995
348,Cargo Pants,Pants,StreetWear,Pune,2,1299,Shipped,2598
349,Formal Shirt,Shirts,ClassicWear,Pune,1,1199,Delivered,1199
350,Graphic T-Shirt,T-Shirts,UrbanStyle,Ahmedabad,3,899,Delivered,2697
351,Casual Kurti,Ethnic Wear,EthnicStyle,Kolkata,3,1399,Delivered,4197
352,Pleated Skirt,Skirts,FashionHub,Mumbai,4,999,Shipped,3996
353,Floral Summer Dress,Dresses,FashionHub,Pune,1,1799,Delivered,1799
354,Graphic T-Shirt,T-Shirts,UrbanStyle,Delhi,4,899,Shipped,3596
355,Oversized T-Shirt,T-Shirts,UrbanStyle,Delhi,2,799,Processing,1598
356,Slim Fit Jeans,Jeans,DenimCo,Kolkata,4,1499,Delivered,5996
357,Oversized T-Shirt,T-Shirts,UrbanStyle,Hyderabad,5,799,Cancelled,3995
358,Bomber Jacket,Jackets,StreetWear,Mumbai,1,2799,Delivered,2799
359,Graphic T-Shirt,T-Shirts,UrbanStyle,Delhi,4,899,Cancelled,3596
360,Denim Jacket,Jackets,DenimCo,Hyderabad,2,2499,Cancelled,4998
361,Denim Jacket,Jackets,DenimCo,Mumbai,1,2499,Shipped,2499
362,Wide Leg Jeans,Jeans,DenimCo,Hyderabad,3,1699,Processing,5097
363,Formal Shirt,Shirts,ClassicWear,Mumbai,1,1199,Processing,1199
364,Pleated Skirt,Skirts,FashionHub,Hyderabad,1,999,Delivered,999
365,Pleated Skirt,Skirts,FashionHub,Chennai,2,999,Delivered,1998
366,Cargo Pants,Pants,StreetWear,Hyderabad,1,1299,Shipped,1299
367,Cargo Pants,Pants,StreetWear,Hyderabad,3,1299,Cancelled,3897
368,Cargo Pants,Pants,StreetWear,Mumbai,2,1299,Delivered,2598
369,Floral Summer Dress,Dresses,FashionHub,Mumbai,5,1799,Processing,8995
370,Hoodie,Winter Wear,StreetWear,Delhi,5,1599,Shipped,7995
371,Crop Top,Tops,UrbanStyle,Ahmedabad,2,699,Delivered,1398
372,Hoodie,Winter Wear,StreetWear,Kolkata,2,1599,Delivered,3198
373,Oversized T-Shirt,T-Shirts,UrbanStyle,Bangalore,2,799,Delivered,1598
374,Hoodie,Winter Wear,StreetWear,Hyderabad,1,1599,Shipped,1599
375,Floral Summer Dress,Dresses,FashionHub,Pune,4,1799,Delivered,7196
376,Wide Leg Jeans,Jeans,DenimCo,Hyderabad,2,1699,Delivered,3398
377,Oversized T-Shirt,T-Shirts,UrbanStyle,Bangalore,3,799,Processing,2397
378,Hoodie,Winter Wear,StreetWear,Ahmedabad,3,1599,Shipped,4797
379,Floral Summer Dress,Dresses,FashionHub,Chennai,4,1799,Delivered,7196
380,Crop Top,Tops,UrbanStyle,Pune,5,699,Shipped,3495
381,Hoodie,Winter Wear,StreetWear,Bangalore,5,1599,Shipped,7995
382,Floral Summer Dress,Dresses,FashionHub,Kolkata,5,1799,Shipped,8995
383,Bomber Jacket,Jackets,StreetWear,Hyderabad,2,2799,Cancelled,5598
384,Cargo Pants,Pants,StreetWear,Kolkata,2,1299,Shipped,2598
385,Bomber Jacket,Jackets,StreetWear,Bangalore,3,2799,Processing,8397
386,Pleated Skirt,Skirts,FashionHub,Kolkata,5,999,Processing,4995
387,Cargo Pants,Pants,StreetWear,Chennai,2,1299,Delivered,2598
388,Pleated Skirt,Skirts,FashionHub,Ahmedabad,3,999,Processing,2997
389,Bodycon Dress,Dresses,FashionHub,Bangalore,4,1999,Processing,7996
390,Slim Fit Jeans,Jeans,DenimCo,Hyderabad,3,1499,Shipped,4497
391,Bomber Jacket,Jackets,StreetWear,Ahmedabad,5,2799,Delivered,13995
392,Slim Fit Jeans,Jeans,DenimCo,Kolkata,2,1499,Processing,2998
393,Slim Fit Jeans,Jeans,DenimCo,Delhi,4,1499,Processing,5996
394,Crop Top,Tops,UrbanStyle,Delhi,4,699,Delivered,2796
395,Cargo Pants,Pants,StreetWear,Chennai,3,1299,Processing,3897
396,Bodycon Dress,Dresses,FashionHub,Bangalore,2,1999,Shipped,3998
397,Pleated Skirt,Skirts,FashionHub,Chennai,2,999,Delivered,1998
398,Floral Summer Dress,Dresses,FashionHub,Ahmedabad,1,1799,Delivered,1799
399,Oversized T-Shirt,T-Shirts,UrbanStyle,Bangalore,1,799,Delivered,799
400,Floral Summer Dress,Dresses,FashionHub,Ahmedabad,3,1799,Shipped,5397
401,Oversized T-Shirt,T-Shirts,UrbanStyle,Pune,1,799,Processing,799
402,Bomber Jacket,Jackets,StreetWear,Mumbai,3,2799,Delivered,8397
403,Denim Jacket,Jackets,DenimCo,Kolkata,4,2499,Processing,9996
404,Floral Summer Dress,Dresses,FashionHub,Kolkata,2,1799,Processing,3598
405,Hoodie,Winter Wear,StreetWear,Kolkata,5,1599,Processing,7995
406,Hoodie,Winter Wear,StreetWear,Bangalore,3,1599,Delivered,4797
407,Formal Shirt,Shirts,ClassicWear,Mumbai,1,1199,Delivered,1199
408,Cargo Pants,Pants,StreetWear,Pune,1,1299,Cancelled,1299
409,Oversized T-Shirt,T-Shirts,UrbanStyle,Ahmedabad,3,799,Processing,2397
410,Oversized T-Shirt,T-Shirts,UrbanStyle,Bangalore,5,799,Processing,3995
411,Graphic T-Shirt,T-Shirts,UrbanStyle,Hyderabad,5,899,Cancelled,4495
412,Wide Leg Jeans,Jeans,DenimCo,Mumbai,1,1699,Delivered,1699
413,Cargo Pants,Pants,StreetWear,Pune,4,1299,Processing,5196
414,Crop Top,Tops,UrbanStyle,Bangalore,2,699,Delivered,1398
415,Formal Shirt,Shirts,ClassicWear,Pune,2,1199,Cancelled,2398
416,Crop Top,Tops,UrbanStyle,Ahmedabad,2,699,Processing,1398
417,Bomber Jacket,Jackets,StreetWear,Pune,1,2799,Shipped,2799
418,Bomber Jacket,Jackets,StreetWear,Hyderabad,5,2799,Shipped,13995
419,Crop Top,Tops,UrbanStyle,Pune,5,699,Delivered,3495
420,Crop Top,Tops,UrbanStyle,Ahmedabad,3,699,Cancelled,2097
421,Bodycon Dress,Dresses,FashionHub,Delhi,2,1999,Processing,3998
422,Cargo Pants,Pants,StreetWear,Mumbai,5,1299,Processing,6495
423,Crop Top,Tops,UrbanStyle,Pune,4,699,Processing,2796
424,Hoodie,Winter Wear,StreetWear,Delhi,2,1599,Shipped,3198
425,Wide Leg Jeans,Jeans,DenimCo,Hyderabad,1,1699,Processing,1699
426,Wide Leg Jeans,Jeans,DenimCo,Kolkata,3,1699,Cancelled,5097
427,Slim Fit Jeans,Jeans,DenimCo,Mumbai,5,1499,Processing,7495
428,Denim Jacket,Jackets,DenimCo,Delhi,5,2499,Cancelled,12495
429,Bomber Jacket,Jackets,StreetWear,Pune,2,2799,Processing,5598
430,Oversized T-Shirt,T-Shirts,UrbanStyle,Pune,4,799,Processing,3196
431,Graphic T-Shirt,T-Shirts,UrbanStyle,Kolkata,1,899,Delivered,899
432,Palazzo Pants,Pants,EthnicStyle,Chennai,1,1099,Shipped,1099
433,Oversized T-Shirt,T-Shirts,UrbanStyle,Ahmedabad,1,799,Delivered,799
434,Denim Jacket,Jackets,DenimCo,Kolkata,2,2499,Shipped,4998
435,Graphic T-Shirt,T-Shirts,UrbanStyle,Pune,2,899,Processing,1798
436,Bodycon Dress,Dresses,FashionHub,Mumbai,2,1999,Shipped,3998
437,Cargo Pants,Pants,StreetWear,Pune,3,1299,Delivered,3897
438,Floral Summer Dress,Dresses,FashionHub,Mumbai,5,1799,Cancelled,8995
439,Cargo Pants,Pants,StreetWear,Delhi,3,1299,Processing,3897
440,Oversized T-Shirt,T-Shirts,UrbanStyle,Chennai,4,799,Shipped,3196
441,Oversized T-Shirt,T-Shirts,UrbanStyle,Chennai,1,799,Shipped,799
442,Graphic T-Shirt,T-Shirts,UrbanStyle,Kolkata,5,899,Delivered,4495
443,Graphic T-Shirt,T-Shirts,UrbanStyle,Pune,4,899,Delivered,3596
444,Bomber Jacket,Jackets,StreetWear,Hyderabad,2,2799,Delivered,5598
445,Bodycon Dress,Dresses,FashionHub,Chennai,4,1999,Delivered,7996
446,Bomber Jacket,Jackets,StreetWear,Delhi,1,2799,Delivered,2799
447,Denim Jacket,Jackets,DenimCo,Kolkata,2,2499,Shipped,4998
448,Crop Top,Tops,UrbanStyle,Bangalore,5,699,Cancelled,3495
449,Cargo Pants,Pants,StreetWear,Chennai,1,1299,Shipped,1299
450,Graphic T-Shirt,T-Shirts,UrbanStyle,Pune,1,899,Delivered,899
451,Pleated Skirt,Skirts,FashionHub,Ahmedabad,1,999,Cancelled,999
452,Denim Jacket,Jackets,DenimCo,Delhi,4,2499,Shipped,9996
453,Hoodie,Winter Wear,StreetWear,Chennai,5,1599,Delivered,7995
454,Bodycon Dress,Dresses,FashionHub,Kolkata,3,1999,Shipped,5997
455,Oversized T-Shirt,T-Shirts,UrbanStyle,Hyderabad,3,799,Delivered,2397
456,Bomber Jacket,Jackets,StreetWear,Bangalore,2,2799,Processing,5598
457,Denim Jacket,Jackets,DenimCo,Kolkata,4,2499,Processing,9996
458,Palazzo Pants,Pants,EthnicStyle,Chennai,4,1099,Processing,4396
459,Cargo Pants,Pants,StreetWear,Delhi,5,1299,Delivered,6495
460,Graphic T-Shirt,T-Shirts,UrbanStyle,Delhi,2,899,Shipped,1798
461,Oversized T-Shirt,T-Shirts,UrbanStyle,Mumbai,1,799,Delivered,799
462,Floral Summer Dress,Dresses,FashionHub,Mumbai,1,1799,Processing,1799
463,Palazzo Pants,Pants,EthnicStyle,Chennai,5,1099,Shipped,5495
464,Bodycon Dress,Dresses,FashionHub,Bangalore,1,1999,Processing,1999
465,Denim Jacket,Jackets,DenimCo,Mumbai,4,2499,Delivered,9996
466,Formal Shirt,Shirts,ClassicWear,Delhi,5,1199,Shipped,5995
467,Oversized T-Shirt,T-Shirts,UrbanStyle,Mumbai,3,799,Shipped,2397
468,Cargo Pants,Pants,StreetWear,Ahmedabad,1,1299,Processing,1299
469,Slim Fit Jeans,Jeans,DenimCo,Hyderabad,3,1499,Delivered,4497
470,Pleated Skirt,Skirts,FashionHub,Pune,5,999,Delivered,4995
471,Casual Kurti,Ethnic Wear,EthnicStyle,Kolkata,1,1399,Shipped,1399
472,Palazzo Pants,Pants,EthnicStyle,Mumbai,5,1099,Processing,5495
473,Crop Top,Tops,UrbanStyle,Ahmedabad,1,699,Processing,699
474,Casual Kurti,Ethnic Wear,EthnicStyle,Kolkata,3,1399,Delivered,4197
475,Cargo Pants,Pants,StreetWear,Delhi,1,1299,Delivered,1299
476,Hoodie,Winter Wear,StreetWear,Kolkata,2,1599,Shipped,3198
477,Bomber Jacket,Jackets,StreetWear,Pune,1,2799,Cancelled,2799
478,Hoodie,Winter Wear,StreetWear,Chennai,1,1599,Processing,1599
479,Slim Fit Jeans,Jeans,DenimCo,Mumbai,3,1499,Cancelled,4497
480,Palazzo Pants,Pants,EthnicStyle,Pune,4,1099,Shipped,4396
481,Crop Top,Tops,UrbanStyle,Chennai,3,699,Cancelled,2097
482,Formal Shirt,Shirts,ClassicWear,Mumbai,2,1199,Shipped,2398
483,Slim Fit Jeans,Jeans,DenimCo,Kolkata,5,1499,Cancelled,7495
484,Palazzo Pants,Pants,EthnicStyle,Kolkata,5,1099,Delivered,5495
485,Wide Leg Jeans,Jeans,DenimCo,Bangalore,5,1699,Shipped,8495
486,Casual Kurti,Ethnic Wear,EthnicStyle,Ahmedabad,5,1399,Shipped,6995
487,Slim Fit Jeans,Jeans,DenimCo,Delhi,5,1499,Shipped,7495
488,Casual Kurti,Ethnic Wear,EthnicStyle,Ahmedabad,3,1399,Cancelled,4197
489,Oversized T-Shirt,T-Shirts,UrbanStyle,Ahmedabad,2,799,Processing,1598
490,Hoodie,Winter Wear,StreetWear,Chennai,5,1599,Delivered,7995
491,Oversized T-Shirt,T-Shirts,UrbanStyle,Ahmedabad,3,799,Cancelled,2397
492,Pleated Skirt,Skirts,FashionHub,Bangalore,4,999,Processing,3996
493,Wide Leg Jeans,Jeans,DenimCo,Ahmedabad,3,1699,Delivered,5097
494,Crop Top,Tops,UrbanStyle,Delhi,5,699,Delivered,3495
495,Formal Shirt,Shirts,ClassicWear,Chennai,1,1199,Shipped,1199
496,Bodycon Dress,Dresses,FashionHub,Pune,4,1999,Processing,7996
497,Casual Kurti,Ethnic Wear,EthnicStyle,Pune,4,1399,Delivered,5596
498,Formal Shirt,Shirts,ClassicWear,Chennai,3,1199,Shipped,3597
499,Casual Kurti,Ethnic Wear,EthnicStyle,Delhi,1,1399,Processing,1399
500,Cargo Pants,Pants,StreetWear,Mumbai,2,1299,Cancelled,2598
